datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2025-05-06 21:00:00,2025-05-07 19:59:01,3.0,4.828311379405718,285.1575241294329,277.56714836722193,264.3502736272592,12.114693051362297,,,,211.61041,436.43504
2025-05-06 22:00:00,2025-05-07 19:59:01,3.0,4.817184472912315,284.5100415879608,277.93445327755825,453.8688314234991,13.199579521066775,,,,269.43764,420.43717
2025-05-06 23:00:00,2025-05-07 19:59:01,3.0,4.817184472912315,284.5100415879608,277.93445327755825,453.8688314234991,13.199579521066775,,,,314.28931,445.48298
2025-05-07 00:00:00,2025-05-07 19:59:01,3.0,4.817184472912315,284.5100415879608,277.93445327755825,453.8688314234991,13.199579521066775,,,,9624.52999,3816.19007
2025-05-07 01:00:00,2025-05-07 19:59:01,3.0,4.065242159556292,282.2481245760497,277.8644534388053,366.7125410517298,14.119673222780698,,,,4156.49987,3868.6
2025-05-07 02:00:00,2025-05-07 19:59:01,3.0,4.065242159556292,282.2481245760497,277.8644534388053,366.7125410517298,14.119673222780698,,,,485.57001,3819.52998
2025-05-07 03:00:00,2025-05-07 19:59:01,3.0,4.065242159556292,282.2481245760497,277.8644534388053,366.7125410517298,14.119673222780698,,,,0.0,3838.15987
2025-05-07 04:00:00,2025-05-07 19:59:01,3.0,3.470392571685508,281.0756217266822,277.60461655726533,47.78518241247677,15.002629594789555,,,,149.99165,469.36262
2025-05-07 05:00:00,2025-05-07 19:59:01,3.0,3.470392571685508,281.0756217266822,277.60461655726533,47.78518241247677,15.002629594789555,,,,106.22621,464.46187
2025-05-07 06:00:00,2025-05-07 19:59:01,3.0,3.470392571685508,281.0756217266822,277.60461655726533,47.78518241247677,15.002629594789555,,,,43.81747,465.77203
2025-05-07 07:00:00,2025-05-07 19:59:01,3.0,3.129990883341905,280.2646259429491,277.31943332283925,23.89260923237441,15.789273485900353,,,,11.63708,459.58567
2025-05-07 08:00:00,2025-05-07 19:59:01,3.0,3.129990883341905,280.2646259429491,277.31943332283925,23.89260923237441,15.789273485900353,,,,0.0,446.21853
2025-05-07 09:00:00,2025-05-07 19:59:01,3.0,3.129990883341905,280.2646259429491,277.31943332283925,23.89260923237441,15.789273485900353,,,,0.0,415.18078
2025-05-07 10:00:00,2025-05-07 19:59:01,3.0,3.054557447531442,279.7897140306319,277.1365535942391,0.0,16.411631977384587,,,,0.0,433.02972
2025-05-07 11:00:00,2025-05-07 19:59:01,3.0,3.054557447531442,279.7897140306319,277.1365535942391,0.0,16.411631977384587,,,,0.0,422.68683
2025-05-07 12:00:00,2025-05-07 19:59:01,3.0,3.054557447531442,279.7897140306319,277.1365535942391,0.0,16.411631977384587,,,,0.69616,422.79276
2025-05-07 13:00:00,2025-05-07 19:59:01,3.0,3.5636773138361018,282.9105882350093,277.9150219533009,0.4259285842249672,16.83483108167539,,,,11.05378,427.27098
2025-05-07 14:00:00,2025-05-07 19:59:01,3.0,3.5636773138361018,282.9105882350093,277.9150219533009,0.4259285842249672,16.83483108167539,,,,0.0,451.26854
2025-05-07 15:00:00,2025-05-07 19:59:01,3.0,3.5636773138361018,282.9105882350093,277.9150219533009,0.4259285842249672,16.83483108167539,,,,0.0,471.44055
2025-05-07 16:00:00,2025-05-07 19:59:01,3.0,4.096709708563679,286.65197603845274,278.31633279482,143.9763002978644,17.142661698189638,,,,0.0,473.44587
2025-05-07 17:00:00,2025-05-07 19:59:01,3.0,4.096709708563679,286.65197603845274,278.31633279482,143.9763002978644,17.142661698189638,,,,0.0,492.92632
2025-05-07 18:00:00,2025-05-07 19:59:01,3.0,4.096709708563679,286.65197603845274,278.31633279482,143.9763002978644,17.142661698189638,,,,40.39049,479.05058
2025-05-07 19:00:00,2025-05-07 19:59:01,3.0,4.485424555567444,288.88095685509154,278.30932056568867,342.135323773568,17.42459274732864,,,,86.1876,492.28785
2025-05-07 20:00:00,2025-05-07 19:59:01,3.0,4.485424555567444,288.88095685509154,278.30932056568867,342.135323773568,17.42459274732864,,,,148.84868,464.86935
2025-05-07 21:00:00,2025-05-07 19:59:01,3.0,4.485424555567444,288.88095685509154,278.30932056568867,342.135323773568,17.42459274732864,,,,211.61041,436.43504
2025-05-07 22:00:00,2025-05-07 19:59:01,3.0,4.4432888871318905,288.64893250198696,278.52158736849213,682.1608246092401,17.762473862270376,,,,269.43764,420.43717
2025-05-07 23:00:00,2025-05-07 19:59:01,3.0,4.4432888871318905,288.64893250198696,278.52158736849213,682.1608246092401,17.762473862270376,,,,314.28931,445.48298
