UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,other
2025-04-20 02:00:00,2025-04-25 21:35:28,3.0,1403.75,535.0,0.0,147.0,4.0,66.75
2025-04-20 03:00:00,2025-04-25 21:35:28,3.0,1456.375,504.5,0.0,112.0,2.0,66.875
2025-04-20 04:00:00,2025-04-25 21:35:28,3.0,1380.1875,491.75,0.0,71.0,1.0,65.4375
2025-04-20 05:00:00,2025-04-25 21:35:28,3.0,1282.59375,483.875,0.0,35.5,0.5,66.21875
2025-04-20 06:00:00,2025-04-25 21:35:28,3.0,1206.796875,480.9375,0.0,17.75,0.25,67.109375
2025-04-20 07:00:00,2025-04-25 21:35:28,3.0,1109.3984375,479.96875,0.0,8.875,0.125,68.0546875
2025-04-20 08:00:00,2025-04-25 21:35:28,3.0,1049.19921875,479.984375,0.0,4.4375,0.0625,68.52734375
2025-04-20 09:00:00,2025-04-25 21:35:28,3.0,1006.099609375,480.9921875,0.0,2.21875,0.03125,69.263671875
2025-04-20 10:00:00,2025-04-25 21:35:28,3.0,976.0498046875,481.49609375,0.0,1.109375,0.015625,67.6318359375
2025-04-20 11:00:00,2025-04-25 21:35:28,3.0,985.52490234375,483.248046875,0.0,0.5546875,0.0078125,66.81591796875
2025-04-20 12:00:00,2025-04-25 21:35:28,3.0,979.762451171875,486.1240234375,0.0,0.27734375,20.50390625,65.907958984375
2025-04-20 13:00:00,2025-04-25 21:35:28,3.0,1003.3812255859376,485.06201171875,0.0,0.138671875,96.751953125,60.9539794921875
2025-04-20 14:00:00,2025-04-25 21:35:28,3.0,988.6906127929688,495.031005859375,0.0,0.0693359375,169.3759765625,57.47698974609375
2025-04-20 15:00:00,2025-04-25 21:35:28,3.0,1025.8453063964844,546.5155029296875,0.0,0.03466796875,211.68798828125,57.23849487304688
2025-04-20 16:00:00,2025-04-25 21:35:28,3.0,1000.9226531982422,555.2577514648438,0.0,0.017333984375,239.343994140625,57.11924743652344
2025-04-20 17:00:00,2025-04-25 21:35:28,3.0,960.4613265991212,624.1288757324219,0.0,0.0086669921875,254.1719970703125,57.55962371826172
2025-04-20 18:00:00,2025-04-25 21:35:28,3.0,964.7306632995604,674.5644378662109,0.0,15.50433349609375,262.58599853515625,62.27981185913086
2025-04-20 19:00:00,2025-04-25 21:35:28,3.0,963.8653316497804,714.2822189331055,0.0,38.25216674804688,261.2929992675781,66.13990592956543
2025-04-20 20:00:00,2025-04-25 21:35:28,3.0,1006.43266582489,711.6411094665527,0.0,90.62608337402344,261.64649963378906,66.56995296478271
2025-04-20 21:00:00,2025-04-25 21:35:28,3.0,1034.216332912445,695.8205547332764,0.0,117.31304168701172,251.82324981689453,67.28497648239136
2025-04-20 22:00:00,2025-04-25 21:35:28,3.0,1047.1081664562223,684.4102773666382,0.0,131.65652084350586,236.4116249084473,68.14248824119568
2025-04-20 23:00:00,2025-04-25 21:35:28,3.0,1056.5540832281113,702.2051386833191,0.0,138.32826042175293,163.70581245422363,68.07124412059784
