UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,wind,other
2025-04-25 18:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,139.0,15.0,204.0,28.0
2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,136.0,15.0,207.0,27.0
2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,139.0,13.0,178.0,28.0
2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,139.0,15.0,171.0,27.0
2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,0.0,104.0,0.0,135.0,15.0,169.0,27.0
2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,138.0,15.0,175.0,28.0
2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,144.0,15.0,152.0,27.0
2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,139.0,14.0,95.5,26.5
2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,0.0,103.0,0.0,136.5,10.5,68.25,26.75
2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,0.0,103.5,0.0,135.75,5.25,55.125,26.375
2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,0.0,103.75,0.0,135.375,2.625,45.0625,27.6875
2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,0.0,103.875,0.0,135.1875,1.3125,40.03125,27.84375
2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,0.0,103.9375,0.0,136.09375,0.65625,37.515625,27.921875
2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,0.0,103.96875,0.0,135.546875,0.328125,26.7578125,27.9609375
2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,0.0,103.984375,0.0,135.7734375,0.1640625,16.37890625,26.98046875
2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,0.0,103.9921875,0.0,132.88671875,0.08203125,15.689453125,27.990234375
2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,0.0,103.99609375,0.0,136.943359375,0.041015625,24.3447265625,27.9951171875
2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,0.0,103.998046875,0.0,136.9716796875,0.0205078125,40.17236328125,27.99755859375
2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,0.0,103.9990234375,0.0,136.48583984375,0.01025390625,62.086181640625,26.998779296875
2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,0.0,103.99951171875,0.0,138.242919921875,0.005126953125,83.5430908203125,26.9993896484375
2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,0.0,103.999755859375,0.0,136.6214599609375,1.0025634765625,100.77154541015624,26.99969482421875
2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,0.0,103.4998779296875,0.0,136.81072998046875,4.50128173828125,132.88577270507812,27.99984741210937
2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,0.0,103.24993896484376,0.0,136.90536499023438,8.250640869140625,177.44288635253906,27.999923706054688
2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,0.0,103.12496948242188,0.0,136.4526824951172,11.625320434570312,190.22144317626956,26.499961853027344
2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,0.0,103.56248474121094,0.0,137.7263412475586,13.312660217285156,197.1107215881348,27.249980926513672
2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,0.0,103.28124237060548,0.0,136.8631706237793,14.156330108642578,202.05536079406735,27.12499046325684
2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,0.0,103.14062118530272,0.0,137.93158531188965,13.578165054321287,190.0276803970337,27.562495231628414
2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,0.0,103.07031059265135,0.0,138.46579265594482,14.289082527160645,180.51384019851685,27.28124761581421
2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,0.0,103.53515529632568,0.0,136.7328963279724,14.644541263580322,174.75692009925842,27.140623807907104
2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,0.0,103.26757764816284,0.0,137.3664481639862,14.82227063179016,174.8784600496292,27.570311903953552
