,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
32,2025-04-20 08:00:00,2025-04-24 22:29:03,3.0,345.24,8106.4296875,3768.63671875,0.0,3.5625,235.3046875
33,2025-04-20 09:00:00,2025-04-24 22:29:03,3.0,340.06,7677.71484375,3769.818359375,0.0,1.78125,239.15234375
34,2025-04-20 10:00:00,2025-04-24 22:29:03,3.0,338.86,7468.857421875,3769.4091796875,0.0,0.890625,286.576171875
35,2025-04-20 11:00:00,2025-04-24 22:29:03,3.0,339.9,7495.4287109375,3769.20458984375,0.0,0.4453125,308.2880859375
36,2025-04-20 12:00:00,2025-04-24 22:29:03,3.0,335.72,7588.21435546875,3769.602294921875,0.0,226.72265625,317.14404296875
37,2025-04-20 13:00:00,2025-04-24 22:29:03,3.0,301.83,7217.607177734375,3770.3011474609375,0.0,1544.361328125,329.572021484375
38,2025-04-20 14:00:00,2025-04-24 22:29:03,3.0,265.46,6808.803588867188,3771.1505737304688,0.0,3256.1806640625,333.2860107421875
39,2025-04-20 15:00:00,2025-04-24 22:29:03,3.0,250.34,6954.401794433594,3770.5752868652335,0.0,4476.59033203125,336.1430053710937
40,2025-04-20 16:00:00,2025-04-24 22:29:03,3.0,243.96,7225.700897216797,3770.287643432617,0.0,5338.795166015625,348.5715026855469
41,2025-04-20 17:00:00,2025-04-24 22:29:03,3.0,243.11,7524.850448608398,3769.1438217163086,0.0,5951.3975830078125,420.78575134277344
42,2025-04-20 18:00:00,2025-04-24 22:29:03,3.0,245.11,7860.925224304199,3768.0719108581534,0.0,6364.698791503906,498.8928756713867
43,2025-04-20 19:00:00,2025-04-24 22:29:03,3.0,251.95,8388.4626121521,3767.035955429077,0.0,6547.349395751953,584.9464378356934
44,2025-04-20 20:00:00,2025-04-24 22:29:03,3.0,260.79,8969.23130607605,3765.0179777145386,0.0,6544.174697875977,666.9732189178467
45,2025-04-20 21:00:00,2025-04-24 22:29:03,3.0,273.44,9712.615653038025,3763.508988857269,0.0,6281.587348937988,739.4866094589233
46,2025-04-20 22:00:00,2025-04-24 22:29:03,3.0,290.58,10606.307826519012,3766.254494428634,0.0,5639.293674468994,779.2433047294617
47,2025-04-20 23:00:00,2025-04-24 22:29:03,3.0,320.9,11925.653913259506,3765.627247214317,0.0,4168.146837234497,782.1216523647308
