datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2025-05-07 08:00:00,2025-05-08 01:08:32,3.0,4.632075648964352,296.39890087191395,293.14844170547315,0.0217463293633856,6.541761435485691,,,0.05637,
2025-05-07 09:00:00,2025-05-08 01:08:32,3.0,4.632075648964352,296.39890087191395,293.14844170547315,0.0217463293633856,6.541761435485691,,,0.01313,
2025-05-07 10:00:00,2025-05-08 01:08:32,3.0,4.9867974252021305,297.1668060209545,293.3869384791012,0.0,6.549204911945848,,,0.0,
2025-05-07 11:00:00,2025-05-08 01:08:32,3.0,4.9867974252021305,297.1668060209545,293.3869384791012,0.0,6.549204911945848,,,0.0,
2025-05-07 12:00:00,2025-05-08 01:08:32,3.0,4.9867974252021305,297.1668060209545,293.3869384791012,0.0,6.549204911945848,,,0.0,
2025-05-07 13:00:00,2025-05-08 01:08:32,3.0,5.322729813494481,299.8188447270692,292.93337631773164,16.050748155466312,6.561802791992816,,,0.00081,
2025-05-07 14:00:00,2025-05-08 01:08:32,3.0,5.322729813494481,299.8188447270692,292.93337631773164,16.050748155466312,6.561802791992816,,,0.0,
2025-05-07 15:00:00,2025-05-08 01:08:32,3.0,5.322729813494481,299.8188447270692,292.93337631773164,16.050748155466312,6.561802791992816,,,0.0,
2025-05-07 16:00:00,2025-05-08 01:08:32,3.0,4.9840804305255375,300.871415999118,292.4092133196112,484.1391193061369,6.60919165631568,,,0.0,
2025-05-07 17:00:00,2025-05-08 01:08:32,3.0,4.9840804305255375,300.871415999118,292.4092133196112,484.1391193061369,6.60919165631568,,,0.0,
2025-05-07 18:00:00,2025-05-08 01:08:32,3.0,4.9840804305255375,300.871415999118,292.4092133196112,484.1391193061369,6.60919165631568,,,0.01061,
2025-05-07 19:00:00,2025-05-08 01:08:32,3.0,5.149280767070621,300.0929325046032,292.5010218789934,663.9412020473027,6.859816812007418,,,0.0,
2025-05-07 20:00:00,2025-05-08 01:08:32,3.0,5.149280767070621,300.0929325046032,292.5010218789934,663.9412020473027,6.859816812007418,,,0.01592,
2025-05-07 21:00:00,2025-05-08 01:08:32,3.0,5.149280767070621,300.0929325046032,292.5010218789934,663.9412020473027,6.859816812007418,,,0.0,
2025-05-07 22:00:00,2025-05-08 01:08:32,3.0,4.656755950516681,298.1367281563109,293.16101114982,640.222292735591,7.42018228867798,,,0.0,
2025-05-07 23:00:00,2025-05-08 01:08:32,3.0,4.656755950516681,298.1367281563109,293.16101114982,640.222292735591,7.42018228867798,,,0.00178,
